state,district,year,time_step,start_date,end_date,B7,B8,B8A,B12,image_count,mean_cloud_cover,quality_flag
Uttar_Pradesh,Kasganj,2020,0,2020-10-01,2020-10-06,0.24022589074525544,0.23045761453600155,0.2659819197585574,0.17226206350414808,0,,missing_bands
Uttar_Pradesh,Kasganj,2020,1,2020-10-06,2020-10-11,0.2500502929740347,0.2447511775093785,0.276893909137639,0.1759693344897534,1,15.7497,valid
Uttar_Pradesh,Kasganj,2020,2,2020-10-11,2020-10-16,0.2330835210073837,0.2196427565526291,0.2589921628827752,0.1603267954504013,2,0.35525,valid
Uttar_Pradesh,Kasganj,2020,3,2020-10-16,2020-10-21,0.2375438582543479,0.2269789095459971,0.2620596872552581,0.1804900605722895,2,0.0,valid
Uttar_Pradesh,Kasganj,2020,4,2020-10-21,2020-10-26,0.232322609356941,0.2292699289423564,0.2584619467985519,0.200745546594334,2,0.10825,valid
Uttar_Pradesh,Kasganj,2020,5,2020-10-26,2020-10-31,0.2460994755672728,0.2416526258076343,0.2659371379723615,0.2089328424925328,2,0.0,valid
Uttar_Pradesh,Kasganj,2020,6,2020-10-31,2020-11-05,0.2506439807328028,0.2490228877809921,0.2686515597345799,0.2114532533188985,2,0.0,valid
Uttar_Pradesh,Kasganj,2020,7,2020-11-05,2020-11-10,0.2512227349069395,0.2422078801463632,0.2639659424866928,0.196133476938559,2,4.9351,valid
Uttar_Pradesh,Kasganj,2020,8,2020-11-10,2020-11-15,0.2206611143082631,0.21390319632989,0.2385847838522531,0.1802900418479153,2,0.0,valid
Uttar_Pradesh,Kasganj,2020,9,2020-11-15,2020-11-20,0.2293622477114367,0.2171447101922673,0.2435731058200961,0.1439662422729878,1,3.0702,valid
Uttar_Pradesh,Kasganj,2020,10,2020-11-20,2020-11-25,0.2366908410911686,0.233480891253366,0.2518655777017217,0.169701337094821,2,20.33825,valid
Uttar_Pradesh,Kasganj,2020,11,2020-11-25,2020-11-30,0.2410155170267489,0.2317836285180984,0.2554481845254127,0.1645507296750968,2,0.0,valid
Uttar_Pradesh,Kasganj,2020,12,2020-11-30,2020-12-05,0.2319007272338081,0.2218525370087824,0.2444487646572311,0.1611998101786211,2,0.0,valid
Uttar_Pradesh,Kasganj,2020,13,2020-12-05,2020-12-10,0.2416800590818847,0.2258686422636828,0.2540723789059277,0.1526410177264962,2,0.0,valid
Uttar_Pradesh,Kasganj,2020,14,2020-12-10,2020-12-15,0.24617950247427825,0.23585966751233714,0.2580523497303844,0.14879862681140626,0,,missing_bands
Uttar_Pradesh,Kasganj,2020,15,2020-12-15,2020-12-20,0.2673027953887551,0.2615040591795126,0.2766767764806018,0.1485276936585597,1,5.9492,valid
Uttar_Pradesh,Kasganj,2020,16,2020-12-20,2020-12-25,0.25360880632560323,0.23988428315695845,0.26466163510405094,0.1256055860354147,0,,missing_bands
Uttar_Pradesh,Kasganj,2020,17,2020-12-25,2020-12-30,0.2489984136401944,0.2382894705916094,0.2596156440827485,0.1170738828182575,2,0.7495,valid
Uttar_Pradesh,Kasganj,2020,18,2020-12-30,2021-01-04,0.27180434409582854,0.26065621035200703,0.2825406420790022,0.11498203680684299,0,,missing_bands
Uttar_Pradesh,Kasganj,2020,19,2021-01-04,2021-01-09,0.2564539571915786,0.233874960593029,0.2682817409469257,0.0841797499383454,1,25.4685,valid
Uttar_Pradesh,Kasganj,2020,20,2021-01-09,2021-01-14,0.3144622101627861,0.308956351043877,0.3255884068057328,0.1101468208122094,1,8.9933,valid
Uttar_Pradesh,Kasganj,2020,21,2021-01-14,2021-01-19,0.2844694107608097,0.27448898458245297,0.29669790748642894,0.08928913866273097,0,,missing_bands
Uttar_Pradesh,Kasganj,2020,22,2021-01-19,2021-01-24,0.2967413392276116,0.2901850423671334,0.3093450167624672,0.0805610849717542,2,8.0594,valid
Uttar_Pradesh,Kasganj,2020,23,2021-01-24,2021-01-29,0.29115806535011945,0.28245668703852467,0.3045680932910443,0.09094461283903385,0,,missing_bands
Uttar_Pradesh,Kasganj,2020,24,2021-01-29,2021-02-03,0.2702201364612626,0.2649395843257724,0.2835764654305902,0.0822688989286149,2,6.8611,valid
Uttar_Pradesh,Kasganj,2020,25,2021-02-03,2021-02-08,0.2924073810304237,0.2763065198644419,0.3060833202206607,0.0902366538857761,2,1.9766,valid
Uttar_Pradesh,Kasganj,2020,26,2021-02-08,2021-02-13,0.2819592598685133,0.2718959375913984,0.2982472572357707,0.0915096055968146,1,0.0352,valid
Uttar_Pradesh,Kasganj,2020,27,2021-02-13,2021-02-18,0.2830775561775871,0.2683078441003845,0.2991539097283758,0.0859189211847018,2,0.3439,valid
