"Dist Code","Year","State Code","State Name","Dist Name","NET CROPPED AREA (1000 ha)","GROSS CROPPED AREA (1000 ha)"
"216","2018","12","Uttar Pradesh","Varanasi","296.36","499.88"
"216","2019","12","Uttar Pradesh","Varanasi","301.31","520.53"
"216","2020","12","Uttar Pradesh","Varanasi","-1.0","-1.0"
"217","2010","12","Uttar Pradesh","Mirzapur","346.14","435.15"
"217","2011","12","Uttar Pradesh","Mirzapur","357.17","452.75"
"217","2012","12","Uttar Pradesh","Mirzapur","337.8","435.05"
"217","2013","12","Uttar Pradesh","Mirzapur","337.04","430.27"
"217","2014","12","Uttar Pradesh","Mirzapur","371.67","502.07"
"217","2015","12","Uttar Pradesh","Mirzapur","400.85","555.31"
"217","2016","12","Uttar Pradesh","Mirzapur","400.43","624.73"
"217","2017","12","Uttar Pradesh","Mirzapur","403.35","622.28"
"217","2018","12","Uttar Pradesh","Mirzapur","403.44","623.74"
"217","2019","12","Uttar Pradesh","Mirzapur","396.86","647.52"
"217","2020","12","Uttar Pradesh","Mirzapur","-1.0","-1.0"
"218","2010","12","Uttar Pradesh","Jaunpur","278.54","470.18"
"218","2011","12","Uttar Pradesh","Jaunpur","278.66","470.76"
"218","2012","12","Uttar Pradesh","Jaunpur","278.78","470.81"
"218","2013","12","Uttar Pradesh","Jaunpur","278.95","471.03"
"218","2014","12","Uttar Pradesh","Jaunpur","277.19","468.85"
"218","2015","12","Uttar Pradesh","Jaunpur","276.38","469.68"
"218","2016","12","Uttar Pradesh","Jaunpur","276.23","499.47"
"218","2017","12","Uttar Pradesh","Jaunpur","276.22","499.48"
"218","2018","12","Uttar Pradesh","Jaunpur","276.21","499.46"
"218","2019","12","Uttar Pradesh","Jaunpur","274.78","496.91"
"218","2020","12","Uttar Pradesh","Jaunpur","-1.0","-1.0"
"219","2010","12","Uttar Pradesh","Ghazipur","253.68","409.99"
"219","2011","12","Uttar Pradesh","Ghazipur","253.85","409.18"
"219","2012","12","Uttar Pradesh","Ghazipur","254.0","409.18"
"219","2013","12","Uttar Pradesh","Ghazipur","254.01","405.06"
"219","2014","12","Uttar Pradesh","Ghazipur","255.72","420.18"
"219","2015","12","Uttar Pradesh","Ghazipur","259.78","410.11"
"219","2016","12","Uttar Pradesh","Ghazipur","258.88","442.29"
"219","2017","12","Uttar Pradesh","Ghazipur","258.88","445.44"
"219","2018","12","Uttar Pradesh","Ghazipur","259.57","449.39"
"219","2019","12","Uttar Pradesh","Ghazipur","260.49","446.23"
"219","2020","12","Uttar Pradesh","Ghazipur","-1.0","-1.0"
"220","2010","12","Uttar Pradesh","Ballia","220.53","349.5"
"220","2011","12","Uttar Pradesh","Ballia","220.15","349.49"
"220","2012","12","Uttar Pradesh","Ballia","219.6","348.34"
"220","2013","12","Uttar Pradesh","Ballia","216.98","341.38"
"220","2014","12","Uttar Pradesh","Ballia","213.64","340.66"
"220","2015","12","Uttar Pradesh","Ballia","208.86","354.57"
"220","2016","12","Uttar Pradesh","Ballia","216.86","354.6"
"220","2017","12","Uttar Pradesh","Ballia","216.84","353.84"
"220","2018","12","Uttar Pradesh","Ballia","216.84","353.84"
"220","2019","12","Uttar Pradesh","Ballia","216.84","353.84"
"220","2020","12","Uttar Pradesh","Ballia","-1.0","-1.0"
"221","2010","12","Uttar Pradesh","Gorakhpur","445.38","737.53"
"221","2011","12","Uttar Pradesh","Gorakhpur","446.44","742.92"
"221","2012","12","Uttar Pradesh","Gorakhpur","447.79","740.44"
"221","2013","12","Uttar Pradesh","Gorakhpur","447.19","740.2"
"221","2014","12","Uttar Pradesh","Gorakhpur","441.83","740.76"
"221","2015","12","Uttar Pradesh","Gorakhpur","437.35","771.38"
"221","2016","12","Uttar Pradesh","Gorakhpur","437.21","771.15"
"221","2017","12","Uttar Pradesh","Gorakhpur","437.2","757.83"
"221","2018","12","Uttar Pradesh","Gorakhpur","437.14","757.64"
"221","2019","12","Uttar Pradesh","Gorakhpur","428.43","772.3"
"221","2020","12","Uttar Pradesh","Gorakhpur","-1.0","-1.0"
"222","2010","12","Uttar Pradesh","Deoria","423.38","659.88"
"222","2011","12","Uttar Pradesh","Deoria","421.64","671.53"
"222","2012","12","Uttar Pradesh","Deoria","422.8","667.02"
"222","2013","12","Uttar Pradesh","Deoria","421.05","671.18"
"222","2014","12","Uttar Pradesh","Deoria","420.33","656.71"
"222","2015","12","Uttar Pradesh","Deoria","413.34","669.37"
"222","2016","12","Uttar Pradesh","Deoria","413.34","669.38"
"222","2017","12","Uttar Pradesh","Deoria","413.33","669.38"
"222","2018","12","Uttar Pradesh","Deoria","413.33","669.39"
"222","2019","12","Uttar Pradesh","Deoria","401.37","708.59"
"222","2020","12","Uttar Pradesh","Deoria","-1.0","-1.0"
"223","2010","12","Uttar Pradesh","Basti","565.91","846.51"
"223","2011","12","Uttar Pradesh","Basti","565.88","832.76"
"223","2012","12","Uttar Pradesh","Basti","564.85","850.12"
"223","2013","12","Uttar Pradesh","Basti","565.87","845.81"
"223","2014","12","Uttar Pradesh","Basti","568.64","827.47"
"223","2015","12","Uttar Pradesh","Basti","541.4","878.18"
"223","2016","12","Uttar Pradesh","Basti","540.86","938.44"
"223","2017","12","Uttar Pradesh","Basti","540.77","933.33"
"223","2018","12","Uttar Pradesh","Basti","541.03","932.94"
"223","2019","12","Uttar Pradesh","Basti","540.5","996.39"
"223","2020","12","Uttar Pradesh","Basti","-1.0","-1.0"
"224","2010","12","Uttar Pradesh","Azamgarh","425.05","713.09"
"224","2011","12","Uttar Pradesh","Azamgarh","425.78","709.51"
"224","2012","12","Uttar Pradesh","Azamgarh","426.59","713.02"
"224","2013","12","Uttar Pradesh","Azamgarh","422.14","721.17"
"224","2014","12","Uttar Pradesh","Azamgarh","416.3","698.11"
"224","2015","12","Uttar Pradesh","Azamgarh","406.96","704.13"
"224","2016","12","Uttar Pradesh","Azamgarh","406.96","704.58"
"224","2017","12","Uttar Pradesh","Azamgarh","406.63","704.34"
"224","2018","12","Uttar Pradesh","Azamgarh","406.77","705.18"
"224","2019","12","Uttar Pradesh","Azamgarh","406.79","714.25"
"224","2020","12","Uttar Pradesh","Azamgarh","-1.0","-1.0"
"225","2010","12","Uttar Pradesh","Lucknow","136.08","211.23"
"225","2011","12","Uttar Pradesh","Lucknow","135.74","209.65"
"225","2012","12","Uttar Pradesh","Lucknow","138.36","207.68"
"225","2013","12","Uttar Pradesh","Lucknow","137.8","203.26"
"225","2014","12","Uttar Pradesh","Lucknow","135.41","202.44"
"225","2015","12","Uttar Pradesh","Lucknow","134.34","205.44"
"225","2016","12","Uttar Pradesh","Lucknow","134.34","205.49"
"225","2017","12","Uttar Pradesh","Lucknow","133.88","198.97"
"225","2018","12","Uttar Pradesh","Lucknow","132.91","197.76"
"225","2019","12","Uttar Pradesh","Lucknow","121.71","198.49"
"225","2020","12","Uttar Pradesh","Lucknow","-1.0","-1.0"
"226","2010","12","Uttar Pradesh","Unnao","305.44","478.65"
"226","2011","12","Uttar Pradesh","Unnao","308.98","493.61"
"226","2012","12","Uttar Pradesh","Unnao","312.28","495.46"
"226","2013","12","Uttar Pradesh","Unnao","313.83","499.97"
"226","2014","12","Uttar Pradesh","Unnao","312.21","492.25"
"226","2015","12","Uttar Pradesh","Unnao","314.19","499.63"
"226","2016","12","Uttar Pradesh","Unnao","314.84","503.26"
"226","2017","12","Uttar Pradesh","Unnao","314.83","507.61"
"226","2018","12","Uttar Pradesh","Unnao","314.88","507.81"
"226","2019","12","Uttar Pradesh","Unnao","310.38","511.52"
"226","2020","12","Uttar Pradesh","Unnao","-1.0","-1.0"
"227","2010","12","Uttar Pradesh","Rae-Bareily","267.03","411.93"
"227","2011","12","Uttar Pradesh","Rae-Bareily","268.71","415.49"
"227","2012","12","Uttar Pradesh","Rae-Bareily","268.79","416.14"
"227","2013","12","Uttar Pradesh","Rae-Bareily","288.3","464.4"
"227","2014","12","Uttar Pradesh","Rae-Bareily","287.33","468.15"
"227","2015","12","Uttar Pradesh","Rae-Bareily","291.13","473.67"
"227","2016","12","Uttar Pradesh","Rae-Bareily","288.74","473.44"
"227","2017","12","Uttar Pradesh","Rae-Bareily","287.2","475.83"
"227","2018","12","Uttar Pradesh","Rae-Bareily","287.93","477.22"
"227","2019","12","Uttar Pradesh","Rae-Bareily","289.8","488.56"
"227","2020","12","Uttar Pradesh","Rae-Bareily","-1.0","-1.0"
"228","2010","12","Uttar Pradesh","Sitapur","432.43","653.51"
"228","2011","12","Uttar Pradesh","Sitapur","435.98","663.05"
"228","2012","12","Uttar Pradesh","Sitapur","445.43","689.41"
"228","2013","12","Uttar Pradesh","Sitapur","445.42","676.41"
"228","2014","12","Uttar Pradesh","Sitapur","444.42","658.8"
"228","2015","12","Uttar Pradesh","Sitapur","439.99","672.01"
"228","2016","12","Uttar Pradesh","Sitapur","440.55","670.94"
"228","2017","12","Uttar Pradesh","Sitapur","440.69","672.18"
"228","2018","12","Uttar Pradesh","Sitapur","441.77","670.43"
"228","2019","12","Uttar Pradesh","Sitapur","441.48","665.28"
"228","2020","12","Uttar Pradesh","Sitapur","-1.0","-1.0"
"229","2010","12","Uttar Pradesh","Hardoi","428.07","665.02"
"229","2011","12","Uttar Pradesh","Hardoi","433.25","670.61"
"229","2012","12","Uttar Pradesh","Hardoi","431.96","649.34"
"229","2013","12","Uttar Pradesh","Hardoi","433.83","664.2"
"229","2014","12","Uttar Pradesh","Hardoi","433.73","673.32"
"229","2015","12","Uttar Pradesh","Hardoi","422.31","675.01"
"229","2016","12","Uttar Pradesh","Hardoi","421.97","676.32"
"229","2017","12","Uttar Pradesh","Hardoi","421.69","675.88"
"229","2018","12","Uttar Pradesh","Hardoi","421.69","675.79"
"229","2019","12","Uttar Pradesh","Hardoi","419.2","667.38"
"229","2020","12","Uttar Pradesh","Hardoi","-1.0","-1.0"
"230","2010","12","Uttar Pradesh","Kheri","486.0","716.34"
"230","2011","12","Uttar Pradesh","Kheri","479.71","714.99"
"230","2012","12","Uttar Pradesh","Kheri","475.64","709.33"
"230","2013","12","Uttar Pradesh","Kheri","480.27","702.85"
"230","2014","12","Uttar Pradesh","Kheri","483.58","692.8"
"230","2015","12","Uttar Pradesh","Kheri","486.08","705.29"
"230","2016","12","Uttar Pradesh","Kheri","485.58","709.04"
"230","2017","12","Uttar Pradesh","Kheri","478.13","707.55"
"230","2018","12","Uttar Pradesh","Kheri","479.32","704.51"
"230","2019","12","Uttar Pradesh","Kheri","483.94","691.76"
"230","2020","12","Uttar Pradesh","Kheri","-1.0","-1.0"
"231","2010","12","Uttar Pradesh","Faizabad","339.75","554.24"
"231","2011","12","Uttar Pradesh","Faizabad","339.95","556.77"
"231","2012","12","Uttar Pradesh","Faizabad","339.69","558.34"
"231","2013","12","Uttar Pradesh","Faizabad","340.08","557.97"
"231","2014","12","Uttar Pradesh","Faizabad","341.87","556.57"
"231","2015","12","Uttar Pradesh","Faizabad","353.48","581.98"
"231","2016","12","Uttar Pradesh","Faizabad","353.43","582.35"
"231","2017","12","Uttar Pradesh","Faizabad","353.41","582.74"
"231","2018","12","Uttar Pradesh","Faizabad","353.38","582.95"
"231","2019","12","Uttar Pradesh","Faizabad","333.25","581.4"
"231","2020","12","Uttar Pradesh","Faizabad","-1.0","-1.0"
"232","2010","12","Uttar Pradesh","Gonda","504.42","770.1"
"232","2011","12","Uttar Pradesh","Gonda","504.97","779.65"
"232","2012","12","Uttar Pradesh","Gonda","509.42","766.77"
"232","2013","12","Uttar Pradesh","Gonda","499.49","773.33"
"232","2014","12","Uttar Pradesh","Gonda","493.37","743.47"
"232","2015","12","Uttar Pradesh","Gonda","499.73","803.4"
"232","2016","12","Uttar Pradesh","Gonda","497.73","803.49"
"232","2017","12","Uttar Pradesh","Gonda","497.73","803.89"
"232","2018","12","Uttar Pradesh","Gonda","497.7","806.47"
"232","2019","12","Uttar Pradesh","Gonda","444.5","796.87"
"232","2020","12","Uttar Pradesh","Gonda","-1.0","-1.0"
"233","2010","12","Uttar Pradesh","Bahraich","460.68","690.36"
"233","2011","12","Uttar Pradesh","Bahraich","460.64","682.11"
"233","2012","12","Uttar Pradesh","Bahraich","457.47","698.56"
"233","2013","12","Uttar Pradesh","Bahraich","460.53","706.07"
"233","2014","12","Uttar Pradesh","Bahraich","453.06","733.64"
"233","2015","12","Uttar Pradesh","Bahraich","454.83","719.85"
"233","2016","12","Uttar Pradesh","Bahraich","454.96","755.46"
"233","2017","12","Uttar Pradesh","Bahraich","455.82","752.47"
"233","2018","12","Uttar Pradesh","Bahraich","455.35","752.73"
"233","2019","12","Uttar Pradesh","Bahraich","436.05","722.4"
"233","2020","12","Uttar Pradesh","Bahraich","-1.0","-1.0"
"234","2010","12","Uttar Pradesh","Sultanpur","288.47","440.54"
"234","2011","12","Uttar Pradesh","Sultanpur","287.6","441.91"
"234","2012","12","Uttar Pradesh","Sultanpur","287.53","441.73"
"234","2013","12","Uttar Pradesh","Sultanpur","261.08","402.69"
"234","2014","12","Uttar Pradesh","Sultanpur","255.35","411.97"
"234","2015","12","Uttar Pradesh","Sultanpur","262.43","407.39"
"234","2016","12","Uttar Pradesh","Sultanpur","262.27","428.0"
"234","2017","12","Uttar Pradesh","Sultanpur","260.7","428.29"
"234","2018","12","Uttar Pradesh","Sultanpur","262.18","429.48"
"234","2019","12","Uttar Pradesh","Sultanpur","262.31","440.5"
"234","2020","12","Uttar Pradesh","Sultanpur","-1.0","-1.0"
"235","2010","12","Uttar Pradesh","Pratapgarh","217.0","303.67"
"235","2011","12","Uttar Pradesh","Pratapgarh","219.85","303.58"
"235","2012","12","Uttar Pradesh","Pratapgarh","190.15","301.67"
"235","2013","12","Uttar Pradesh","Pratapgarh","183.79","294.09"
"235","2014","12","Uttar Pradesh","Pratapgarh","206.54","345.48"
"235","2015","12","Uttar Pradesh","Pratapgarh","228.59","339.79"
"235","2016","12","Uttar Pradesh","Pratapgarh","228.51","370.38"
"235","2017","12","Uttar Pradesh","Pratapgarh","228.97","372.35"
"235","2018","12","Uttar Pradesh","Pratapgarh","228.31","370.09"
"235","2019","12","Uttar Pradesh","Pratapgarh","226.54","377.31"
"235","2020","12","Uttar Pradesh","Pratapgarh","-1.0","-1.0"
"236","2010","12","Uttar Pradesh","Barabanki","259.66","498.44"
"236","2011","12","Uttar Pradesh","Barabanki","258.44","509.05"
"236","2012","12","Uttar Pradesh","Barabanki","256.19","517.81"
"236","2013","12","Uttar Pradesh","Barabanki","258.86","535.36"
"236","2014","12","Uttar Pradesh","Barabanki","245.21","525.75"
"236","2015","12","Uttar Pradesh","Barabanki","264.19","539.39"
"236","2016","12","Uttar Pradesh","Barabanki","264.19","539.39"
"236","2017","12","Uttar Pradesh","Barabanki","264.48","539.87"
"236","2018","12","Uttar Pradesh","Barabanki","264.6","539.97"
"236","2019","12","Uttar Pradesh","Barabanki","262.23","755.89"
"236","2020","12","Uttar Pradesh","Barabanki","-1.0","-1.0"
