"Dist Code","Year","State Code","State Name","Dist Name","WHEAT IRRIGATED AREA (1000 ha)"
"169","2010","9","Punjab","Hoshiarpur","171.216"
"169","2011","9","Punjab","Hoshiarpur","175.434"
"169","2012","9","Punjab","Hoshiarpur","173.215"
"169","2013","9","Punjab","Hoshiarpur","171.127"
"169","2014","9","Punjab","Hoshiarpur","171.69"
"169","2015","9","Punjab","Hoshiarpur","168.013"
"169","2016","9","Punjab","Hoshiarpur","175.02"
"169","2017","9","Punjab","Hoshiarpur","167.049"
"169","2018","9","Punjab","Hoshiarpur","167.744"
"169","2019","9","Punjab","Hoshiarpur","165.203"
"169","2020","9","Punjab","Hoshiarpur","166.246"
"170","2010","9","Punjab","Roopnagar / Ropar","86.45"
"170","2011","9","Punjab","Roopnagar / Ropar","87.705"
"170","2012","9","Punjab","Roopnagar / Ropar","86.065"
"170","2013","9","Punjab","Roopnagar / Ropar","89.015"
"170","2014","9","Punjab","Roopnagar / Ropar","90.68"
"170","2015","9","Punjab","Roopnagar / Ropar","85.23"
"170","2016","9","Punjab","Roopnagar / Ropar","88.715"
"170","2017","9","Punjab","Roopnagar / Ropar","90.96"
"170","2018","9","Punjab","Roopnagar / Ropar","91.999"
"170","2019","9","Punjab","Roopnagar / Ropar","91.511"
"170","2020","9","Punjab","Roopnagar / Ropar","346.175"
"171","2010","9","Punjab","Ludhiana","269.475"
"171","2011","9","Punjab","Ludhiana","269.202"
"171","2012","9","Punjab","Ludhiana","268.399"
"171","2013","9","Punjab","Ludhiana","201.777"
"171","2014","9","Punjab","Ludhiana","265.361"
"171","2015","9","Punjab","Ludhiana","264.087"
"171","2016","9","Punjab","Ludhiana","262.487"
"171","2017","9","Punjab","Ludhiana","264.088"
"171","2018","9","Punjab","Ludhiana","263.777"
"171","2019","9","Punjab","Ludhiana","263.136"
"171","2020","9","Punjab","Ludhiana","262.546"
"172","2010","9","Punjab","Ferozpur","755.736"
"172","2011","9","Punjab","Ferozpur","762.875"
"172","2012","9","Punjab","Ferozpur","764.838"
"172","2013","9","Punjab","Ferozpur","835.567"
"172","2014","9","Punjab","Ferozpur","763.554"
"172","2015","9","Punjab","Ferozpur","766.547"
"172","2016","9","Punjab","Ferozpur","764.486"
"172","2017","9","Punjab","Ferozpur","769.341"
"172","2018","9","Punjab","Ferozpur","769.142"
"172","2019","9","Punjab","Ferozpur","767.215"
"172","2020","9","Punjab","Ferozpur","779.564"
"174","2010","9","Punjab","Bhatinda","549.264"
"174","2011","9","Punjab","Bhatinda","551.325"
"174","2012","9","Punjab","Bhatinda","554.612"
"174","2013","9","Punjab","Bhatinda","553.463"
"174","2014","9","Punjab","Bhatinda","548.656"
"174","2015","9","Punjab","Bhatinda","553.593"
"174","2016","9","Punjab","Bhatinda","551.344"
"174","2017","9","Punjab","Bhatinda","556.939"
"174","2018","9","Punjab","Bhatinda","556.941"
"174","2019","9","Punjab","Bhatinda","558.324"
"174","2020","9","Punjab","Bhatinda","303.726"
"175","2010","9","Punjab","Sangrur","408.46"
"175","2011","9","Punjab","Sangrur","408.709"
"175","2012","9","Punjab","Sangrur","406.247"
"175","2013","9","Punjab","Sangrur","403.96"
"175","2014","9","Punjab","Sangrur","404.803"
"175","2015","9","Punjab","Sangrur","407.01"
"175","2016","9","Punjab","Sangrur","406.202"
"175","2017","9","Punjab","Sangrur","408.692"
"175","2018","9","Punjab","Sangrur","411.342"
"175","2019","9","Punjab","Sangrur","411.153"
"175","2020","9","Punjab","Sangrur","358.975"
"176","2010","9","Punjab","Patiala","327.015"
"176","2011","9","Punjab","Patiala","326.615"
"176","2012","9","Punjab","Patiala","324.259"
"176","2013","9","Punjab","Patiala","321.878"
"176","2014","9","Punjab","Patiala","323.236"
"176","2015","9","Punjab","Patiala","323.853"
"176","2016","9","Punjab","Patiala","320.376"
"176","2017","9","Punjab","Patiala","322.38"
"176","2018","9","Punjab","Patiala","323.29"
"176","2019","9","Punjab","Patiala","324.709"
"176","2020","9","Punjab","Patiala","323.195"
"177","2010","4","Haryana","Hissar","809.719"
"177","2011","4","Haryana","Hissar","830.564"
"177","2012","4","Haryana","Hissar","827.144"
"177","2013","4","Haryana","Hissar","817.486"
"177","2014","4","Haryana","Hissar","878.675"
"177","2015","4","Haryana","Hissar","871.49"
"177","2016","4","Haryana","Hissar","846.8"
"177","2017","4","Haryana","Hissar","829.12"
"177","2018","4","Haryana","Hissar","819.895"
"177","2019","4","Haryana","Hissar","824.49"
"177","2020","4","Haryana","Hissar","800.904"
"180","2010","4","Haryana","Gurgaon","246.36"
"180","2011","4","Haryana","Gurgaon","248.98"
"180","2012","4","Haryana","Gurgaon","236.56"
"180","2013","4","Haryana","Gurgaon","243.95"
"180","2014","4","Haryana","Gurgaon","252.45"
"180","2015","4","Haryana","Gurgaon","252.0"
"180","2016","4","Haryana","Gurgaon","253.0"
"180","2017","4","Haryana","Gurgaon","241.0"
"180","2018","4","Haryana","Gurgaon","244.266"
"180","2019","4","Haryana","Gurgaon","247.854"
"180","2020","4","Haryana","Gurgaon","156.31"
"181","2010","4","Haryana","Jind","247.793"
"181","2011","4","Haryana","Jind","247.773"
"181","2012","4","Haryana","Jind","246.994"
"181","2013","4","Haryana","Jind","248.282"
"181","2014","4","Haryana","Jind","250.493"
"181","2015","4","Haryana","Jind","250.32"
"181","2016","4","Haryana","Jind","248.14"
"181","2017","4","Haryana","Jind","247.32"
"181","2018","4","Haryana","Jind","253.61"
"181","2019","4","Haryana","Jind","247.196"
"181","2020","4","Haryana","Jind","248.36"
"182","2010","4","Haryana","Mahendragarh / Narnaul","135.665"
"182","2011","4","Haryana","Mahendragarh / Narnaul","126.148"
"182","2012","4","Haryana","Mahendragarh / Narnaul","128.511"
"182","2013","4","Haryana","Mahendragarh / Narnaul","133.385"
"182","2014","4","Haryana","Mahendragarh / Narnaul","156.163"
"182","2015","4","Haryana","Mahendragarh / Narnaul","156.01"
"182","2016","4","Haryana","Mahendragarh / Narnaul","144.83"
"182","2017","4","Haryana","Mahendragarh / Narnaul","138.9"
"182","2018","4","Haryana","Mahendragarh / Narnaul","128.591"
"182","2019","4","Haryana","Mahendragarh / Narnaul","115.14"
"182","2020","4","Haryana","Mahendragarh / Narnaul","102.445"
"183","2010","4","Haryana","Ambala","180.54"
"183","2011","4","Haryana","Ambala","182.32"
"183","2012","4","Haryana","Ambala","183.95"
"183","2013","4","Haryana","Ambala","184.02"
"183","2014","4","Haryana","Ambala","190.14"
"183","2015","4","Haryana","Ambala","189.0"
"183","2016","4","Haryana","Ambala","189.0"
"183","2017","4","Haryana","Ambala","191.0"
"183","2018","4","Haryana","Ambala","193.515"
"183","2019","4","Haryana","Ambala","200.725"
"183","2020","4","Haryana","Ambala","210.776"
"184","2010","4","Haryana","Karnal","517.127"
"184","2011","4","Haryana","Karnal","512.447"
"184","2012","4","Haryana","Karnal","512.496"
"184","2013","4","Haryana","Karnal","511.148"
"184","2014","4","Haryana","Karnal","514.127"
"184","2015","4","Haryana","Karnal","513.68"
"184","2016","4","Haryana","Karnal","526.86"
"184","2017","4","Haryana","Karnal","515.68"
"184","2018","4","Haryana","Karnal","551.071"
"184","2019","4","Haryana","Karnal","525.888"
"184","2020","4","Haryana","Karnal","541.851"
"186","2010","4","Haryana","Rohtak","349.476"
"186","2011","4","Haryana","Rohtak","368.348"
"186","2012","4","Haryana","Rohtak","347.045"
"186","2013","4","Haryana","Rohtak","347.769"
"186","2014","4","Haryana","Rohtak","372.142"
"186","2015","4","Haryana","Rohtak","365.5"
"186","2016","4","Haryana","Rohtak","348.37"
"186","2017","4","Haryana","Rohtak","359.98"
"186","2018","4","Haryana","Rohtak","358.78"
"186","2019","4","Haryana","Rohtak","364.748"
"186","2020","4","Haryana","Rohtak","293.357"
"189","2010","12","Uttar Pradesh","Saharanpur","149.51"
"189","2011","12","Uttar Pradesh","Saharanpur","148.07"
"189","2012","12","Uttar Pradesh","Saharanpur","147.42"
"189","2013","12","Uttar Pradesh","Saharanpur","152.94"
"189","2014","12","Uttar Pradesh","Saharanpur","166.96"
"189","2015","12","Uttar Pradesh","Saharanpur","185.06"
"189","2016","12","Uttar Pradesh","Saharanpur","184.66"
"189","2017","12","Uttar Pradesh","Saharanpur","182.991"
"189","2018","12","Uttar Pradesh","Saharanpur","181.501"
"189","2019","12","Uttar Pradesh","Saharanpur","181.117"
"189","2020","12","Uttar Pradesh","Saharanpur","42.48"
"190","2010","12","Uttar Pradesh","Muzaffarnagar","134.3"
"190","2011","12","Uttar Pradesh","Muzaffarnagar","134.02"
"190","2012","12","Uttar Pradesh","Muzaffarnagar","131.71"
"190","2013","12","Uttar Pradesh","Muzaffarnagar","125.95"
"190","2014","12","Uttar Pradesh","Muzaffarnagar","130.96"
"190","2015","12","Uttar Pradesh","Muzaffarnagar","137.1"
"190","2016","12","Uttar Pradesh","Muzaffarnagar","136.68"
"190","2017","12","Uttar Pradesh","Muzaffarnagar","136.713"
"190","2018","12","Uttar Pradesh","Muzaffarnagar","135.861"
"190","2019","12","Uttar Pradesh","Muzaffarnagar","132.667"
"190","2020","12","Uttar Pradesh","Muzaffarnagar","-1.0"
"191","2010","12","Uttar Pradesh","Meerut","231.597"
"191","2011","12","Uttar Pradesh","Meerut","231.569"
"191","2012","12","Uttar Pradesh","Meerut","224.162"
"191","2013","12","Uttar Pradesh","Meerut","214.716"
"191","2014","12","Uttar Pradesh","Meerut","220.432"
"191","2015","12","Uttar Pradesh","Meerut","224.011"
"191","2016","12","Uttar Pradesh","Meerut","224.372"
"191","2017","12","Uttar Pradesh","Meerut","223.005"
"191","2018","12","Uttar Pradesh","Meerut","222.4"
"191","2019","12","Uttar Pradesh","Meerut","215.735"
"191","2020","12","Uttar Pradesh","Meerut","-1.0"
"192","2010","12","Uttar Pradesh","Buland Shahar","225.383"
"192","2011","12","Uttar Pradesh","Buland Shahar","223.581"
"192","2012","12","Uttar Pradesh","Buland Shahar","219.708"
"192","2013","12","Uttar Pradesh","Buland Shahar","220.994"
"192","2014","12","Uttar Pradesh","Buland Shahar","225.588"
"192","2015","12","Uttar Pradesh","Buland Shahar","229.599"
"192","2016","12","Uttar Pradesh","Buland Shahar","228.198"
"192","2017","12","Uttar Pradesh","Buland Shahar","224.027"
"192","2018","12","Uttar Pradesh","Buland Shahar","224.815"
"192","2019","12","Uttar Pradesh","Buland Shahar","220.374"
"192","2020","12","Uttar Pradesh","Buland Shahar","-1.0"
"194","2010","12","Uttar Pradesh","Aligarh","310.34"
"194","2011","12","Uttar Pradesh","Aligarh","302.27"
"194","2012","12","Uttar Pradesh","Aligarh","306.04"
"194","2013","12","Uttar Pradesh","Aligarh","305.54"
"194","2014","12","Uttar Pradesh","Aligarh","302.51"
"194","2015","12","Uttar Pradesh","Aligarh","302.65"
"194","2016","12","Uttar Pradesh","Aligarh","302.66"
"194","2017","12","Uttar Pradesh","Aligarh","302.179"
"194","2018","12","Uttar Pradesh","Aligarh","301.771"
"194","2019","12","Uttar Pradesh","Aligarh","300.87"
"194","2020","12","Uttar Pradesh","Aligarh","-1.0"
"195","2010","12","Uttar Pradesh","Mathura","194.72"
"195","2011","12","Uttar Pradesh","Mathura","196.3"
"195","2012","12","Uttar Pradesh","Mathura","195.26"
"195","2013","12","Uttar Pradesh","Mathura","195.75"
"195","2014","12","Uttar Pradesh","Mathura","192.82"
"195","2015","12","Uttar Pradesh","Mathura","194.41"
"195","2016","12","Uttar Pradesh","Mathura","194.34"
"195","2017","12","Uttar Pradesh","Mathura","194.037"
"195","2018","12","Uttar Pradesh","Mathura","194.046"
"195","2019","12","Uttar Pradesh","Mathura","195.693"
"195","2020","12","Uttar Pradesh","Mathura","-1.0"
"196","2010","12","Uttar Pradesh","Agra","175.426"
"196","2011","12","Uttar Pradesh","Agra","171.597"
"196","2012","12","Uttar Pradesh","Agra","170.001"
"196","2013","12","Uttar Pradesh","Agra","166.011"
"196","2014","12","Uttar Pradesh","Agra","166.982"
"196","2015","12","Uttar Pradesh","Agra","156.876"
"196","2016","12","Uttar Pradesh","Agra","168.315"
"196","2017","12","Uttar Pradesh","Agra","161.636"
"196","2018","12","Uttar Pradesh","Agra","160.038"
"196","2019","12","Uttar Pradesh","Agra","166.326"
"196","2020","12","Uttar Pradesh","Agra","-1.0"
"197","2010","12","Uttar Pradesh","Mainpuri","228.544"
"197","2011","12","Uttar Pradesh","Mainpuri","216.973"
"197","2012","12","Uttar Pradesh","Mainpuri","216.239"
"197","2013","12","Uttar Pradesh","Mainpuri","216.139"
"197","2014","12","Uttar Pradesh","Mainpuri","227.838"
"197","2015","12","Uttar Pradesh","Mainpuri","195.704"
"197","2016","12","Uttar Pradesh","Mainpuri","206.085"
"197","2017","12","Uttar Pradesh","Mainpuri","199.449"
"197","2018","12","Uttar Pradesh","Mainpuri","199.556"
"197","2019","12","Uttar Pradesh","Mainpuri","202.839"
"197","2020","12","Uttar Pradesh","Mainpuri","-1.0"
"198","2010","12","Uttar Pradesh","Etah","231.84"
"198","2011","12","Uttar Pradesh","Etah","231.0"
"198","2012","12","Uttar Pradesh","Etah","229.88"
"198","2013","12","Uttar Pradesh","Etah","230.91"
"198","2014","12","Uttar Pradesh","Etah","230.61"
"198","2015","12","Uttar Pradesh","Etah","239.87"
"198","2016","12","Uttar Pradesh","Etah","240.18"
"198","2017","12","Uttar Pradesh","Etah","240.949"
"198","2018","12","Uttar Pradesh","Etah","238.448"
"198","2019","12","Uttar Pradesh","Etah","234.51"
"198","2020","12","Uttar Pradesh","Etah","-1.0"
"199","2010","12","Uttar Pradesh","Bareilly","212.91"
"199","2011","12","Uttar Pradesh","Bareilly","209.08"
"199","2012","12","Uttar Pradesh","Bareilly","200.05"
"199","2013","12","Uttar Pradesh","Bareilly","201.27"
"199","2014","12","Uttar Pradesh","Bareilly","206.55"
"199","2015","12","Uttar Pradesh","Bareilly","204.28"
"199","2016","12","Uttar Pradesh","Bareilly","205.78"
"199","2017","12","Uttar Pradesh","Bareilly","205.863"
"199","2018","12","Uttar Pradesh","Bareilly","205.698"
"199","2019","12","Uttar Pradesh","Bareilly","217.185"
"199","2020","12","Uttar Pradesh","Bareilly","-1.0"
"200","2010","12","Uttar Pradesh","Budaun","315.61"
"200","2011","12","Uttar Pradesh","Budaun","295.163"
"200","2012","12","Uttar Pradesh","Budaun","285.066"
"200","2013","12","Uttar Pradesh","Budaun","300.165"
"200","2014","12","Uttar Pradesh","Budaun","314.686"
"200","2015","12","Uttar Pradesh","Budaun","300.789"
"200","2016","12","Uttar Pradesh","Budaun","301.059"
"200","2017","12","Uttar Pradesh","Budaun","300.803"
"200","2018","12","Uttar Pradesh","Budaun","300.794"
"200","2019","12","Uttar Pradesh","Budaun","264.308"
"200","2020","12","Uttar Pradesh","Budaun","-1.0"
"201","2010","12","Uttar Pradesh","Moradabad","297.04"
"201","2011","12","Uttar Pradesh","Moradabad","299.267"
"201","2012","12","Uttar Pradesh","Moradabad","300.094"
"201","2013","12","Uttar Pradesh","Moradabad","299.185"
"201","2014","12","Uttar Pradesh","Moradabad","301.924"
"201","2015","12","Uttar Pradesh","Moradabad","301.911"
"201","2016","12","Uttar Pradesh","Moradabad","302.241"
"201","2017","12","Uttar Pradesh","Moradabad","302.582"
"201","2018","12","Uttar Pradesh","Moradabad","302.549"
"201","2019","12","Uttar Pradesh","Moradabad","269.709"
"201","2020","12","Uttar Pradesh","Moradabad","-1.0"
"202","2010","12","Uttar Pradesh","Shahjahanpur","252.14"
"202","2011","12","Uttar Pradesh","Shahjahanpur","257.2"
"202","2012","12","Uttar Pradesh","Shahjahanpur","252.86"
"202","2013","12","Uttar Pradesh","Shahjahanpur","252.22"
"202","2014","12","Uttar Pradesh","Shahjahanpur","247.91"
"202","2015","12","Uttar Pradesh","Shahjahanpur","265.78"
"202","2016","12","Uttar Pradesh","Shahjahanpur","265.78"
"202","2017","12","Uttar Pradesh","Shahjahanpur","265.815"
"202","2018","12","Uttar Pradesh","Shahjahanpur","265.879"
"202","2019","12","Uttar Pradesh","Shahjahanpur","239.705"
"202","2020","12","Uttar Pradesh","Shahjahanpur","-1.0"
"203","2010","12","Uttar Pradesh","Pilibhit","153.87"
"203","2011","12","Uttar Pradesh","Pilibhit","147.64"
"203","2012","12","Uttar Pradesh","Pilibhit","141.5"
"203","2013","12","Uttar Pradesh","Pilibhit","145.43"
"203","2014","12","Uttar Pradesh","Pilibhit","150.4"
"203","2015","12","Uttar Pradesh","Pilibhit","163.72"
"203","2016","12","Uttar Pradesh","Pilibhit","163.8"
"203","2017","12","Uttar Pradesh","Pilibhit","156.085"
"203","2018","12","Uttar Pradesh","Pilibhit","154.282"
"203","2019","12","Uttar Pradesh","Pilibhit","154.148"
"203","2020","12","Uttar Pradesh","Pilibhit","-1.0"
"204","2010","12","Uttar Pradesh","Rampur","148.77"
"204","2011","12","Uttar Pradesh","Rampur","145.98"
"204","2012","12","Uttar Pradesh","Rampur","144.19"
"204","2013","12","Uttar Pradesh","Rampur","145.22"
"204","2014","12","Uttar Pradesh","Rampur","138.81"
"204","2015","12","Uttar Pradesh","Rampur","147.1"
"204","2016","12","Uttar Pradesh","Rampur","147.6"
"204","2017","12","Uttar Pradesh","Rampur","148.173"
"204","2018","12","Uttar Pradesh","Rampur","148.675"
"204","2019","12","Uttar Pradesh","Rampur","146.783"
"204","2020","12","Uttar Pradesh","Rampur","-1.0"
"205","2010","12","Uttar Pradesh","Bijnor","106.53"
"205","2011","12","Uttar Pradesh","Bijnor","103.73"
"205","2012","12","Uttar Pradesh","Bijnor","150.47"
"205","2013","12","Uttar Pradesh","Bijnor","113.7"
"205","2014","12","Uttar Pradesh","Bijnor","99.47"
"205","2015","12","Uttar Pradesh","Bijnor","100.38"
"205","2016","12","Uttar Pradesh","Bijnor","101.85"
"205","2017","12","Uttar Pradesh","Bijnor","101.145"
"205","2018","12","Uttar Pradesh","Bijnor","101.399"
"205","2019","12","Uttar Pradesh","Bijnor","92.169"
"205","2020","12","Uttar Pradesh","Bijnor","-1.0"
"206","2010","12","Uttar Pradesh","Farrukhabad","147.04"
"206","2011","12","Uttar Pradesh","Farrukhabad","146.43"
"206","2012","12","Uttar Pradesh","Farrukhabad","151.09"
"206","2013","12","Uttar Pradesh","Farrukhabad","151.99"
"206","2014","12","Uttar Pradesh","Farrukhabad","149.39"
"206","2015","12","Uttar Pradesh","Farrukhabad","147.73"
"206","2016","12","Uttar Pradesh","Farrukhabad","147.35"
"206","2017","12","Uttar Pradesh","Farrukhabad","147.392"
"206","2018","12","Uttar Pradesh","Farrukhabad","147.547"
"206","2019","12","Uttar Pradesh","Farrukhabad","142.057"
"206","2020","12","Uttar Pradesh","Farrukhabad","-1.0"
"207","2010","12","Uttar Pradesh","Etawah","197.41"
"207","2011","12","Uttar Pradesh","Etawah","196.55"
"207","2012","12","Uttar Pradesh","Etawah","196.96"
"207","2013","12","Uttar Pradesh","Etawah","202.98"
"207","2014","12","Uttar Pradesh","Etawah","206.91"
"207","2015","12","Uttar Pradesh","Etawah","203.78"
"207","2016","12","Uttar Pradesh","Etawah","208.42"
"207","2017","12","Uttar Pradesh","Etawah","203.779"
"207","2018","12","Uttar Pradesh","Etawah","203.818"
"207","2019","12","Uttar Pradesh","Etawah","205.927"
"207","2020","12","Uttar Pradesh","Etawah","-1.0"
"208","2010","12","Uttar Pradesh","Kanpur","223.84"
"208","2011","12","Uttar Pradesh","Kanpur","223.26"
"208","2012","12","Uttar Pradesh","Kanpur","222.12"
"208","2013","12","Uttar Pradesh","Kanpur","221.83"
"208","2014","12","Uttar Pradesh","Kanpur","225.81"
"208","2015","12","Uttar Pradesh","Kanpur","218.13"
"208","2016","12","Uttar Pradesh","Kanpur","231.97"
"208","2017","12","Uttar Pradesh","Kanpur","221.614"
"208","2018","12","Uttar Pradesh","Kanpur","221.546"
"208","2019","12","Uttar Pradesh","Kanpur","227.582"
"208","2020","12","Uttar Pradesh","Kanpur","-1.0"
"209","2010","12","Uttar Pradesh","Fatehpur","164.08"
"209","2011","12","Uttar Pradesh","Fatehpur","168.3"
"209","2012","12","Uttar Pradesh","Fatehpur","170.33"
"209","2013","12","Uttar Pradesh","Fatehpur","174.04"
"209","2014","12","Uttar Pradesh","Fatehpur","182.23"
"209","2015","12","Uttar Pradesh","Fatehpur","176.73"
"209","2016","12","Uttar Pradesh","Fatehpur","176.59"
"209","2017","12","Uttar Pradesh","Fatehpur","175.539"
"209","2018","12","Uttar Pradesh","Fatehpur","173.664"
"209","2019","12","Uttar Pradesh","Fatehpur","185.523"
"209","2020","12","Uttar Pradesh","Fatehpur","-1.0"
"210","2010","12","Uttar Pradesh","Allahabad","276.74"
"210","2011","12","Uttar Pradesh","Allahabad","282.71"
"210","2012","12","Uttar Pradesh","Allahabad","279.17"
"210","2013","12","Uttar Pradesh","Allahabad","282.88"
"210","2014","12","Uttar Pradesh","Allahabad","326.87"
"210","2015","12","Uttar Pradesh","Allahabad","320.56"
"210","2016","12","Uttar Pradesh","Allahabad","320.36"
"210","2017","12","Uttar Pradesh","Allahabad","321.287"
"210","2018","12","Uttar Pradesh","Allahabad","325.622"
"210","2019","12","Uttar Pradesh","Allahabad","342.396"
"210","2020","12","Uttar Pradesh","Allahabad","-1.0"
"211","2010","12","Uttar Pradesh","Jhansi","304.57"
"211","2011","12","Uttar Pradesh","Jhansi","327.56"
"211","2012","12","Uttar Pradesh","Jhansi","321.66"
"211","2013","12","Uttar Pradesh","Jhansi","316.03"
"211","2014","12","Uttar Pradesh","Jhansi","348.5"
"211","2015","12","Uttar Pradesh","Jhansi","310.35"
"211","2016","12","Uttar Pradesh","Jhansi","312.31"
"211","2017","12","Uttar Pradesh","Jhansi","316.495"
"211","2018","12","Uttar Pradesh","Jhansi","316.34"
"211","2019","12","Uttar Pradesh","Jhansi","311.911"
"211","2020","12","Uttar Pradesh","Jhansi","-1.0"
"213","2010","12","Uttar Pradesh","Jalaun","145.58"
"213","2011","12","Uttar Pradesh","Jalaun","143.64"
"213","2012","12","Uttar Pradesh","Jalaun","144.07"
"213","2013","12","Uttar Pradesh","Jalaun","147.78"
"213","2014","12","Uttar Pradesh","Jalaun","158.39"
"213","2015","12","Uttar Pradesh","Jalaun","167.63"
"213","2016","12","Uttar Pradesh","Jalaun","175.9"
"213","2017","12","Uttar Pradesh","Jalaun","166.845"
"213","2018","12","Uttar Pradesh","Jalaun","168.297"
"213","2019","12","Uttar Pradesh","Jalaun","183.474"
"213","2020","12","Uttar Pradesh","Jalaun","-1.0"
"214","2010","12","Uttar Pradesh","Hamirpur","140.02"
"214","2011","12","Uttar Pradesh","Hamirpur","157.93"
"214","2012","12","Uttar Pradesh","Hamirpur","164.07"
"214","2013","12","Uttar Pradesh","Hamirpur","162.51"
"214","2014","12","Uttar Pradesh","Hamirpur","165.19"
"214","2015","12","Uttar Pradesh","Hamirpur","141.33"
"214","2016","12","Uttar Pradesh","Hamirpur","178.56"
"214","2017","12","Uttar Pradesh","Hamirpur","172.752"
"214","2018","12","Uttar Pradesh","Hamirpur","195.438"
"214","2019","12","Uttar Pradesh","Hamirpur","233.48"
"214","2020","12","Uttar Pradesh","Hamirpur","-1.0"
"215","2010","12","Uttar Pradesh","Banda","176.04"
"215","2011","12","Uttar Pradesh","Banda","188.43"
"215","2012","12","Uttar Pradesh","Banda","194.74"
"215","2013","12","Uttar Pradesh","Banda","184.8"
"215","2014","12","Uttar Pradesh","Banda","227.21"
"215","2015","12","Uttar Pradesh","Banda","241.15"
"215","2016","12","Uttar Pradesh","Banda","261.5"
"215","2017","12","Uttar Pradesh","Banda","265.085"
"215","2018","12","Uttar Pradesh","Banda","267.985"
"215","2019","12","Uttar Pradesh","Banda","271.128"
"215","2020","12","Uttar Pradesh","Banda","-1.0"
"216","2010","12","Uttar Pradesh","Varanasi","212.47"
"216","2011","12","Uttar Pradesh","Varanasi","214.87"
"216","2012","12","Uttar Pradesh","Varanasi","216.62"
"216","2013","12","Uttar Pradesh","Varanasi","217.44"
"216","2014","12","Uttar Pradesh","Varanasi","219.05"
"216","2015","12","Uttar Pradesh","Varanasi","227.4"
"216","2016","12","Uttar Pradesh","Varanasi","227.14"
"216","2017","12","Uttar Pradesh","Varanasi","228.176"
"216","2018","12","Uttar Pradesh","Varanasi","228.139"
"216","2019","12","Uttar Pradesh","Varanasi","236.116"
"216","2020","12","Uttar Pradesh","Varanasi","-1.0"
"217","2010","12","Uttar Pradesh","Mirzapur","102.9"
"217","2011","12","Uttar Pradesh","Mirzapur","103.85"
"217","2012","12","Uttar Pradesh","Mirzapur","103.67"
"217","2013","12","Uttar Pradesh","Mirzapur","107.21"
"217","2014","12","Uttar Pradesh","Mirzapur","157.63"
"217","2015","12","Uttar Pradesh","Mirzapur","169.4"
"217","2016","12","Uttar Pradesh","Mirzapur","171.02"
"217","2017","12","Uttar Pradesh","Mirzapur","169.87"
"217","2018","12","Uttar Pradesh","Mirzapur","170.52"
"217","2019","12","Uttar Pradesh","Mirzapur","194.02"
"217","2020","12","Uttar Pradesh","Mirzapur","-1.0"
"218","2010","12","Uttar Pradesh","Jaunpur","209.95"
"218","2011","12","Uttar Pradesh","Jaunpur","209.64"
"218","2012","12","Uttar Pradesh","Jaunpur","209.67"
"218","2013","12","Uttar Pradesh","Jaunpur","209.78"
"218","2014","12","Uttar Pradesh","Jaunpur","211.66"
"218","2015","12","Uttar Pradesh","Jaunpur","216.09"
"218","2016","12","Uttar Pradesh","Jaunpur","215.93"
