state,district,year,time_step,start_date,end_date,Red,NIR,SWIR1,SWIR2,image_count,mean_cloud_cover,quality_flag
Uttar_Pradesh,Shrawasti,2012,0,2012-10-01,2012-10-06,0.07606102755698588,0.3263514073072844,0.1786966637751369,0.0853811494627551,1,18.0,valid
Uttar_Pradesh,Shrawasti,2012,1,2012-10-06,2012-10-11,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,2,2012-10-11,2012-10-16,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,3,2012-10-16,2012-10-21,0.0773429682111124,0.2800393798406735,0.19355872873098015,0.1126824289349493,1,1.0,valid
Uttar_Pradesh,Shrawasti,2012,4,2012-10-21,2012-10-26,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,5,2012-10-26,2012-10-31,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,6,2012-10-31,2012-11-05,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,7,2012-11-05,2012-11-10,0.11025531175852137,0.27084231547955195,0.24407361390292603,0.161743360807475,1,1.0,valid
Uttar_Pradesh,Shrawasti,2012,8,2012-11-10,2012-11-15,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,9,2012-11-15,2012-11-20,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,10,2012-11-20,2012-11-25,0.11880963619579785,0.23267103943585102,0.24246818452805388,0.17277222957304317,1,0.0,valid
Uttar_Pradesh,Shrawasti,2012,11,2012-11-25,2012-11-30,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,12,2012-11-30,2012-12-05,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,13,2012-12-05,2012-12-10,0.12538213291136463,0.23678524140455973,0.2461452625374105,0.18324842132541805,1,2.0,valid
Uttar_Pradesh,Shrawasti,2012,14,2012-12-10,2012-12-15,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,15,2012-12-15,2012-12-20,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,16,2012-12-20,2012-12-25,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,17,2012-12-25,2012-12-30,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,18,2012-12-30,2013-01-04,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,19,2013-01-04,2013-01-09,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,20,2013-01-09,2013-01-14,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,21,2013-01-14,2013-01-19,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,22,2013-01-19,2013-01-24,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,23,2013-01-24,2013-01-29,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,24,2013-01-29,2013-02-03,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,25,2013-02-03,2013-02-08,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,26,2013-02-08,2013-02-13,0.06877637138060835,0.27854957931832286,0.1764551249958516,0.09866950477834778,1,1.0,valid
Uttar_Pradesh,Shrawasti,2012,27,2013-02-13,2013-02-18,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,28,2013-02-18,2013-02-23,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,29,2013-02-23,2013-02-28,0.06264877570073263,0.30447432561338716,0.18279823366324943,0.1016559172757468,1,0.0,valid
Uttar_Pradesh,Shrawasti,2012,30,2013-02-28,2013-03-05,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,31,2013-03-05,2013-03-10,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,32,2013-03-10,2013-03-15,0.08423657175088047,0.285481865953184,0.20641114289482504,0.13398604654150645,1,1.0,valid
Uttar_Pradesh,Shrawasti,2012,33,2013-03-15,2013-03-20,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,34,2013-03-20,2013-03-25,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,35,2013-03-25,2013-03-30,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,36,2013-03-30,2013-04-04,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,37,2013-04-04,2013-04-09,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,38,2013-04-09,2013-04-14,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,39,2013-04-14,2013-04-19,0.17559187991836822,0.267188078663478,0.3057750354719486,0.2259961766978563,1,16.0,valid
Uttar_Pradesh,Shrawasti,2012,40,2013-04-19,2013-04-24,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,41,2013-04-24,2013-04-29,,,,,0,,insufficient_data
Uttar_Pradesh,Shrawasti,2012,42,2013-04-29,2013-05-04,,,,,0,,insufficient_data
